Station,SampleDate,SampleTime,TotalDepth,Depth,Parameter,MeasureValue,Unit,Latitude,Longitude
CB1.1,6/6/2018,11:26:00,5.5,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/6/2018,11:26:00,5.5,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/6/2018,11:26:00,5.5,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/6/2018,11:26:00,5.5,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/6/2018,11:26:00,5.5,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/27/2018,11:02:00,6.5,5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/27/2018,11:02:00,6.5,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/27/2018,11:02:00,6.5,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/27/2018,11:02:00,6.5,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/27/2018,11:02:00,6.5,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/27/2018,11:02:00,6.5,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/11/2018,11:12:00,5.5,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/11/2018,11:12:00,5.5,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/11/2018,11:12:00,5.5,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/11/2018,11:12:00,5.5,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/11/2018,11:12:00,5.5,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/11/2018,11:12:00,5.5,0.5,WTEMP,29.9,DEG C,39.54794,-76.08481
CB1.1,7/11/2018,11:12:00,5.5,3,WTEMP,29.9,DEG C,39.54794,-76.08481
CB1.1,7/11/2018,11:12:00,5.5,2,WTEMP,29.9,DEG C,39.54794,-76.08481
CB1.1,7/11/2018,11:12:00,5.5,1,WTEMP,29.9,DEG C,39.54794,-76.08481
CB1.1,7/11/2018,11:12:00,5.5,4,WTEMP,29.8,DEG C,39.54794,-76.08481
CB1.1,6/27/2018,11:02:00,6.5,4,WTEMP,25.9,DEG C,39.54794,-76.08481
CB1.1,6/27/2018,11:02:00,6.5,0.5,WTEMP,26,DEG C,39.54794,-76.08481
CB1.1,6/27/2018,11:02:00,6.5,3,WTEMP,25.9,DEG C,39.54794,-76.08481
CB1.1,6/27/2018,11:02:00,6.5,2,WTEMP,26,DEG C,39.54794,-76.08481
CB1.1,6/27/2018,11:02:00,6.5,1,WTEMP,26,DEG C,39.54794,-76.08481
CB1.1,6/27/2018,11:02:00,6.5,5,WTEMP,25.8,DEG C,39.54794,-76.08481
CB1.1,6/6/2018,11:26:00,5.5,0.5,WTEMP,23.5,DEG C,39.54794,-76.08481
CB1.1,6/6/2018,11:26:00,5.5,3,WTEMP,23.4,DEG C,39.54794,-76.08481
CB1.1,6/6/2018,11:26:00,5.5,2,WTEMP,23.4,DEG C,39.54794,-76.08481
CB1.1,6/6/2018,11:26:00,5.5,1,WTEMP,23.4,DEG C,39.54794,-76.08481
CB1.1,6/6/2018,11:26:00,5.5,4,WTEMP,23.2,DEG C,39.54794,-76.08481
CB2.1,6/6/2018,10:53:00,6.5,5,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,6/6/2018,10:53:00,6.5,1,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,6/6/2018,10:53:00,6.5,2,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,6/6/2018,10:53:00,6.5,3,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,6/6/2018,10:53:00,6.5,4,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,6/6/2018,10:53:00,6.5,0.5,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,6,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,1,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,2,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,3,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,4,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,0.5,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,5,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,7/11/2018,10:31:00,6.5,5,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,7/11/2018,10:31:00,6.5,1,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,7/11/2018,10:31:00,6.5,2,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,7/11/2018,10:31:00,6.5,3,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,7/11/2018,10:31:00,6.5,4,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,7/11/2018,10:31:00,6.5,0.5,SALINITY,0,PPT,39.44149,-76.02599
CB2.1,7/11/2018,10:31:00,6.5,0.5,WTEMP,27.7,DEG C,39.44149,-76.02599
CB2.1,7/11/2018,10:31:00,6.5,4,WTEMP,27.6,DEG C,39.44149,-76.02599
CB2.1,7/11/2018,10:31:00,6.5,3,WTEMP,27.6,DEG C,39.44149,-76.02599
CB2.1,7/11/2018,10:31:00,6.5,2,WTEMP,27.7,DEG C,39.44149,-76.02599
CB2.1,7/11/2018,10:31:00,6.5,1,WTEMP,27.7,DEG C,39.44149,-76.02599
CB2.1,7/11/2018,10:31:00,6.5,5,WTEMP,27.6,DEG C,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,5,WTEMP,24.7,DEG C,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,0.5,WTEMP,24.7,DEG C,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,4,WTEMP,24.7,DEG C,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,3,WTEMP,24.7,DEG C,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,2,WTEMP,24.7,DEG C,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,1,WTEMP,24.7,DEG C,39.44149,-76.02599
CB2.1,6/27/2018,10:27:00,7,6,WTEMP,24.7,DEG C,39.44149,-76.02599
CB2.1,6/6/2018,10:53:00,6.5,0.5,WTEMP,22.1,DEG C,39.44149,-76.02599
CB2.1,6/6/2018,10:53:00,6.5,4,WTEMP,21.6,DEG C,39.44149,-76.02599
CB2.1,6/6/2018,10:53:00,6.5,3,WTEMP,21.7,DEG C,39.44149,-76.02599
CB2.1,6/6/2018,10:53:00,6.5,2,WTEMP,21.9,DEG C,39.44149,-76.02599
CB2.1,6/6/2018,10:53:00,6.5,1,WTEMP,22.1,DEG C,39.44149,-76.02599
CB2.1,6/6/2018,10:53:00,6.5,5,WTEMP,21.6,DEG C,39.44149,-76.02599
CB2.2,6/6/2018,10:07:00,12,8,SALINITY,1.17,PPT,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,11,SALINITY,2.65,PPT,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,11,SALINITY,2.65,PPT,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,1,SALINITY,0.12,PPT,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,2,SALINITY,0.18,PPT,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,3,SALINITY,0.18,PPT,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,4,SALINITY,0.24,PPT,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,5,SALINITY,0.35,PPT,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,6,SALINITY,0.56,PPT,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,7,SALINITY,0.9,PPT,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,9,SALINITY,1.29,PPT,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,0.5,SALINITY,0.11,PPT,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,10,SALINITY,1.85,PPT,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,0.5,SALINITY,3.12,PPT,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,1,SALINITY,3.12,PPT,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,2,SALINITY,3.12,PPT,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,5,SALINITY,3.35,PPT,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,9,SALINITY,3.89,PPT,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,3,SALINITY,3.18,PPT,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,11,SALINITY,4.06,PPT,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,7,SALINITY,3.47,PPT,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,3,SALINITY,1.62,PPT,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,11,SALINITY,2.27,PPT,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,7,SALINITY,2.02,PPT,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,1,SALINITY,1.51,PPT,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,2,SALINITY,1.51,PPT,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,5,SALINITY,1.74,PPT,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,9,SALINITY,2.19,PPT,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,0.5,SALINITY,1.46,PPT,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,0.5,WTEMP,27.4,DEG C,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,9,WTEMP,27,DEG C,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,5,WTEMP,27.2,DEG C,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,2,WTEMP,27.4,DEG C,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,1,WTEMP,27.4,DEG C,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,7,WTEMP,27,DEG C,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,11,WTEMP,27,DEG C,39.34873,-76.17579
CB2.2,7/11/2018,9:50:00,12.5,3,WTEMP,27.3,DEG C,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,7,WTEMP,23.8,DEG C,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,11,WTEMP,23.7,DEG C,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,3,WTEMP,23.8,DEG C,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,9,WTEMP,23.7,DEG C,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,5,WTEMP,23.8,DEG C,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,2,WTEMP,23.8,DEG C,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,1,WTEMP,23.8,DEG C,39.34873,-76.17579
CB2.2,6/27/2018,9:47:00,12.5,0.5,WTEMP,23.8,DEG C,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,10,WTEMP,21.5,DEG C,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,0.5,WTEMP,22.2,DEG C,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,9,WTEMP,21.7,DEG C,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,7,WTEMP,21.9,DEG C,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,6,WTEMP,22,DEG C,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,5,WTEMP,22.1,DEG C,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,4,WTEMP,22.1,DEG C,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,3,WTEMP,22.1,DEG C,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,2,WTEMP,22.1,DEG C,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,1,WTEMP,22.1,DEG C,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,11,WTEMP,20.9,DEG C,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,11,WTEMP,20.9,DEG C,39.34873,-76.17579
CB2.2,6/6/2018,10:07:00,12,8,WTEMP,21.7,DEG C,39.34873,-76.17579
CB3.1,6/6/2018,9:28:00,14,3,SALINITY,2.19,PPT,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,13,SALINITY,11.34,PPT,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,8,SALINITY,9.14,PPT,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,1,SALINITY,1.34,PPT,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,2,SALINITY,1.51,PPT,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,4,SALINITY,2.77,PPT,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,5,SALINITY,6.25,PPT,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,6,SALINITY,7.18,PPT,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,7,SALINITY,8.63,PPT,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,9,SALINITY,9.65,PPT,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,0.5,SALINITY,1.34,PPT,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,11,SALINITY,10.37,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,0.5,SALINITY,4.96,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,8,SALINITY,6.25,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,9,SALINITY,6.31,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,10,SALINITY,6.31,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,11,SALINITY,6.37,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,12,SALINITY,7.24,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,12,SALINITY,7.24,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,1,SALINITY,4.96,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,3,SALINITY,5.15,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,4,SALINITY,5.57,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,5,SALINITY,6.06,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,6,SALINITY,6.19,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,7,SALINITY,6.19,PPT,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,2,SALINITY,4.96,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,3,SALINITY,3.89,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,13,SALINITY,7.68,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,6,SALINITY,6.06,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,1,SALINITY,3.3,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,2,SALINITY,3.47,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,4,SALINITY,4.42,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,5,SALINITY,5.57,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,7,SALINITY,6.06,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,8,SALINITY,6.25,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,9,SALINITY,6.62,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,10,SALINITY,6.8,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,11,SALINITY,7.05,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,12,SALINITY,7.62,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,0.5,SALINITY,3.24,PPT,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,0.5,WTEMP,26.8,DEG C,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,12,WTEMP,25.3,DEG C,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,11,WTEMP,25.6,DEG C,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,10,WTEMP,25.7,DEG C,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,9,WTEMP,25.9,DEG C,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,8,WTEMP,26.2,DEG C,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,7,WTEMP,26.2,DEG C,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,5,WTEMP,26.4,DEG C,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,4,WTEMP,26.5,DEG C,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,2,WTEMP,26.7,DEG C,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,1,WTEMP,26.7,DEG C,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,6,WTEMP,26.3,DEG C,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,13,WTEMP,25.2,DEG C,39.2495,-76.2405
CB3.1,7/11/2018,9:12:00,14,3,WTEMP,26.6,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,2,WTEMP,23.5,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,7,WTEMP,23.3,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,6,WTEMP,23.3,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,5,WTEMP,23.4,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,4,WTEMP,23.5,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,3,WTEMP,23.5,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,1,WTEMP,23.5,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,12,WTEMP,22.9,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,12,WTEMP,22.9,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,11,WTEMP,23.2,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,10,WTEMP,23.3,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,9,WTEMP,23.3,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,8,WTEMP,23.3,DEG C,39.2495,-76.2405
CB3.1,6/27/2018,9:13:00,14.5,0.5,WTEMP,23.5,DEG C,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,11,WTEMP,17.5,DEG C,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,0.5,WTEMP,21.3,DEG C,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,9,WTEMP,17.8,DEG C,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,7,WTEMP,18.4,DEG C,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,6,WTEMP,19,DEG C,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,5,WTEMP,19.5,DEG C,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,4,WTEMP,20.5,DEG C,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,2,WTEMP,21.1,DEG C,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,1,WTEMP,21.3,DEG C,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,8,WTEMP,18,DEG C,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,13,WTEMP,17.1,DEG C,39.2495,-76.2405
CB3.1,6/6/2018,9:28:00,14,3,WTEMP,21,DEG C,39.2495,-76.2405
CB3.2,6/6/2018,8:51:00,13,3,SALINITY,2.08,PPT,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,12,SALINITY,12.66,PPT,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,6,SALINITY,8.69,PPT,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,1,SALINITY,1.91,PPT,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,2,SALINITY,1.97,PPT,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,4,SALINITY,2.54,PPT,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,5,SALINITY,7.62,PPT,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,7,SALINITY,10.11,PPT,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,9,SALINITY,11.74,PPT,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,11,SALINITY,12.4,PPT,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,0.5,SALINITY,1.91,PPT,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,0.5,SALINITY,5.94,PPT,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,8,SALINITY,7.81,PPT,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,9,SALINITY,9.08,PPT,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,3,SALINITY,6.06,PPT,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,5,SALINITY,5.94,PPT,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,6,SALINITY,6.68,PPT,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,7,SALINITY,7.43,PPT,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,4,SALINITY,5.94,PPT,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,10,SALINITY,9.4,PPT,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,10,SALINITY,9.4,PPT,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,1,SALINITY,5.94,PPT,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,2,SALINITY,5.94,PPT,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,2,SALINITY,5.21,PPT,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,11,SALINITY,8.69,PPT,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,7,SALINITY,7.81,PPT,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,1,SALINITY,5.15,PPT,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,3,SALINITY,5.39,PPT,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,4,SALINITY,6.31,PPT,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,5,SALINITY,6.8,PPT,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,6,SALINITY,7.68,PPT,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,8,SALINITY,8.31,PPT,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,9,SALINITY,8.44,PPT,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,10,SALINITY,8.57,PPT,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,0.5,SALINITY,5.15,PPT,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,0.5,WTEMP,26.5,DEG C,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,10,WTEMP,24.9,DEG C,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,9,WTEMP,25,DEG C,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,8,WTEMP,25.1,DEG C,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,6,WTEMP,25.5,DEG C,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,5,WTEMP,25.9,DEG C,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,4,WTEMP,26.2,DEG C,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,3,WTEMP,26.4,DEG C,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,1,WTEMP,26.5,DEG C,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,7,WTEMP,25.4,DEG C,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,11,WTEMP,24.8,DEG C,39.16369,-76.30631
CB3.2,7/11/2018,8:38:00,12.5,2,WTEMP,26.5,DEG C,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,2,WTEMP,23.2,DEG C,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,1,WTEMP,23.2,DEG C,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,10,WTEMP,21.5,DEG C,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,10,WTEMP,21.5,DEG C,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,4,WTEMP,23.2,DEG C,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,7,WTEMP,23,DEG C,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,6,WTEMP,23.1,DEG C,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,5,WTEMP,23.2,DEG C,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,3,WTEMP,23.2,DEG C,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,9,WTEMP,21.9,DEG C,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,8,WTEMP,22.8,DEG C,39.16369,-76.30631
CB3.2,6/27/2018,8:41:00,13.5,0.5,WTEMP,23.2,DEG C,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,0.5,WTEMP,21,DEG C,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,11,WTEMP,16.5,DEG C,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,9,WTEMP,16.9,DEG C,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,7,WTEMP,17.6,DEG C,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,5,WTEMP,19.3,DEG C,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,4,WTEMP,20.7,DEG C,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,2,WTEMP,20.9,DEG C,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,1,WTEMP,21,DEG C,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,6,WTEMP,18.5,DEG C,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,12,WTEMP,16.5,DEG C,39.16369,-76.30631
CB3.2,6/6/2018,8:51:00,13,3,WTEMP,20.8,DEG C,39.16369,-76.30631
CB3.3C,6/5/2018,14:28:00,25,2,SALINITY,4,PPT,38.99596,-76.35967
CB3.3C,6/5/2018,14:28:00,25,24,SALINITY,15.81,PPT,38.99596,-76.35967
CB3.3C,6/5/2018,14:28:00,25,12,SALINITY,14.53,PPT,38.99596,-76.35967
