Station,SampleDate,SampleTime,TotalDepth,Depth,Parameter,MeasureValue,Unit,Latitude,Longitude
CB5.2,6/25/2018,12:07:00,31,10,WTEMP,23.8,DEG C,38.13705,-76.22787
CB5.2,6/25/2018,12:07:00,31,9,WTEMP,24.4,DEG C,38.13705,-76.22787
CB5.2,6/25/2018,12:07:00,31,8,WTEMP,24.9,DEG C,38.13705,-76.22787
CB5.2,6/25/2018,12:07:00,31,5,WTEMP,25.2,DEG C,38.13705,-76.22787
CB5.2,6/25/2018,12:07:00,31,3,WTEMP,25.3,DEG C,38.13705,-76.22787
CB5.2,6/25/2018,12:07:00,31,2,WTEMP,25.4,DEG C,38.13705,-76.22787
CB5.2,6/25/2018,12:07:00,31,1,WTEMP,25.4,DEG C,38.13705,-76.22787
CB5.2,6/25/2018,12:07:00,31,13,WTEMP,23.5,DEG C,38.13705,-76.22787
CB5.2,6/25/2018,12:07:00,31,30,WTEMP,22.9,DEG C,38.13705,-76.22787
CB5.2,6/25/2018,12:07:00,31,7,WTEMP,25.1,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,20,WTEMP,18.8,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,18,WTEMP,18.8,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,17,WTEMP,19.2,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,16,WTEMP,19.9,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,15,WTEMP,19.7,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,14,WTEMP,20.3,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,13,WTEMP,20.7,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,12,WTEMP,21.2,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,11,WTEMP,21.9,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,9,WTEMP,22.2,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,8,WTEMP,22.6,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,7,WTEMP,22.6,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,6,WTEMP,22.6,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,5,WTEMP,22.6,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,4,WTEMP,22.6,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,3,WTEMP,22.5,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,27,WTEMP,18.6,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,25,WTEMP,18.6,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,23,WTEMP,18.6,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,21,WTEMP,18.6,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,0.5,WTEMP,22.5,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,29,WTEMP,18.6,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,2,WTEMP,22.5,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,1,WTEMP,22.5,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,19,WTEMP,18.8,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,30,WTEMP,18.6,DEG C,38.13705,-76.22787
CB5.2,6/4/2018,9:29:00,31.5,10,WTEMP,21.9,DEG C,38.13705,-76.22787
CB5.3,6/25/2018,10:40:00,26.5,6,SALINITY,10.11,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,25,SALINITY,18.28,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,23,SALINITY,18.28,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,0.5,SALINITY,9.91,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,14,SALINITY,17.18,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,1,SALINITY,9.91,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,2,SALINITY,9.91,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,3,SALINITY,9.91,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,5,SALINITY,9.98,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,7,SALINITY,10.56,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,8,SALINITY,12.46,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,9,SALINITY,13.79,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,10,SALINITY,14.06,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,11,SALINITY,15.14,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,12,SALINITY,15.27,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,13,SALINITY,17.25,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,15,SALINITY,17.66,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,17,SALINITY,17.93,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,19,SALINITY,18.21,PPT,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,21,SALINITY,18.21,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,25,SALINITY,17.86,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,14,SALINITY,17.04,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,1,SALINITY,11.41,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,2,SALINITY,11.47,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,3,SALINITY,11.74,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,4,SALINITY,11.87,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,6,SALINITY,12,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,7,SALINITY,12.53,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,8,SALINITY,14.06,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,9,SALINITY,14.66,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,10,SALINITY,15.07,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,11,SALINITY,15.14,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,12,SALINITY,15.47,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,13,SALINITY,16.63,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,15,SALINITY,17.31,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,0.5,SALINITY,11.41,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,17,SALINITY,17.52,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,19,SALINITY,17.52,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,21,SALINITY,17.73,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,23,SALINITY,17.73,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,5,SALINITY,12,PPT,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,5,WTEMP,25.7,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,23,WTEMP,25.5,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,21,WTEMP,25.5,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,19,WTEMP,25.5,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,17,WTEMP,25.6,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,0.5,WTEMP,25.8,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,15,WTEMP,25.6,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,13,WTEMP,25.6,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,12,WTEMP,26.1,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,11,WTEMP,26,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,10,WTEMP,26,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,9,WTEMP,25.9,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,8,WTEMP,25.9,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,7,WTEMP,25.8,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,6,WTEMP,25.6,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,4,WTEMP,25.6,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,3,WTEMP,25.7,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,2,WTEMP,25.6,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,1,WTEMP,25.7,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,14,WTEMP,25.8,DEG C,37.91011,-76.17137
CB5.3,7/9/2018,10:38:00,26.5,25,WTEMP,25.4,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,21,WTEMP,23.6,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,19,WTEMP,23.6,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,17,WTEMP,23.6,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,15,WTEMP,23.6,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,13,WTEMP,23.8,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,12,WTEMP,24.1,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,11,WTEMP,24.2,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,10,WTEMP,24.3,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,9,WTEMP,24.6,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,8,WTEMP,25.4,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,7,WTEMP,25.5,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,5,WTEMP,25.6,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,3,WTEMP,25.6,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,2,WTEMP,25.7,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,1,WTEMP,25.7,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,14,WTEMP,23.8,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,0.5,WTEMP,25.7,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,23,WTEMP,23.6,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,25,WTEMP,23.6,DEG C,37.91011,-76.17137
CB5.3,6/25/2018,10:40:00,26.5,6,WTEMP,25.6,DEG C,37.91011,-76.17137
CB5.4,6/5/2018,16:06:00,33,2,SALINITY,8.53,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,32,SALINITY,21.77,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,17,SALINITY,19.1,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,3,SALINITY,9.77,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,4,SALINITY,11.03,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,5,SALINITY,11.94,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,6,SALINITY,12.86,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,7,SALINITY,13.28,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,8,SALINITY,13.86,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,9,SALINITY,14.47,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,10,SALINITY,15.33,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,11,SALINITY,16.08,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,12,SALINITY,16.32,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,13,SALINITY,16.37,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,14,SALINITY,16.68,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,15,SALINITY,17.08,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,16,SALINITY,17.39,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,18,SALINITY,19.85,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,19,SALINITY,20.19,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,20,SALINITY,20.65,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,21,SALINITY,20.75,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,22,SALINITY,20.87,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,23,SALINITY,21.29,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,24,SALINITY,21.41,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,25,SALINITY,21.55,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,26,SALINITY,21.66,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,27,SALINITY,21.7,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,28,SALINITY,21.71,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,29,SALINITY,21.74,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,30,SALINITY,21.74,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,1,SALINITY,8.61,PPT,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,31,SALINITY,21.75,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,9,SALINITY,11.98,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,30,SALINITY,19.72,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,11,SALINITY,16.71,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,2,SALINITY,11.38,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,3,SALINITY,11.38,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,4,SALINITY,11.39,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,5,SALINITY,11.44,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,6,SALINITY,11.49,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,7,SALINITY,11.51,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,8,SALINITY,11.56,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,10,SALINITY,12.94,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,12,SALINITY,17.16,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,13,SALINITY,17.34,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,14,SALINITY,17.61,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,15,SALINITY,17.96,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,16,SALINITY,18.05,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,17,SALINITY,18.1,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,18,SALINITY,18.26,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,19,SALINITY,18.56,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,20,SALINITY,19.01,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,21,SALINITY,19.18,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,22,SALINITY,19.24,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,23,SALINITY,19.32,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,24,SALINITY,19.4,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,25,SALINITY,19.42,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,26,SALINITY,19.49,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,27,SALINITY,19.5,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,28,SALINITY,19.58,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,29,SALINITY,19.62,PPT,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,1,SALINITY,11.45,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,3,SALINITY,12.46,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,30,SALINITY,20.26,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,13,SALINITY,16.67,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,2,SALINITY,12.1,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,4,SALINITY,13.11,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,5,SALINITY,13.85,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,6,SALINITY,14.1,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,7,SALINITY,14.23,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,8,SALINITY,14.44,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,9,SALINITY,14.52,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,10,SALINITY,14.56,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,11,SALINITY,14.69,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,12,SALINITY,15.56,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,14,SALINITY,16.83,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,15,SALINITY,16.97,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,16,SALINITY,17.09,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,17,SALINITY,17.19,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,18,SALINITY,17.5,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,19,SALINITY,17.96,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,20,SALINITY,18.07,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,21,SALINITY,18.39,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,22,SALINITY,18.53,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,23,SALINITY,19.12,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,24,SALINITY,19.25,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,25,SALINITY,19.44,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,26,SALINITY,19.53,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,27,SALINITY,19.65,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,28,SALINITY,19.72,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,29,SALINITY,20.05,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,1,SALINITY,11.61,PPT,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,1,WTEMP,28.7,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,29,WTEMP,25.623,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,28,WTEMP,25.668,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,27,WTEMP,25.676,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,26,WTEMP,25.689,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,25,WTEMP,25.702,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,24,WTEMP,25.731,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,23,WTEMP,25.765,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,22,WTEMP,25.861,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,21,WTEMP,25.899,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,20,WTEMP,25.944,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,19,WTEMP,25.969,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,18,WTEMP,26.018,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,17,WTEMP,26.065,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,16,WTEMP,26.085,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,15,WTEMP,26.076,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,14,WTEMP,26.114,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,12,WTEMP,26.185,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,11,WTEMP,26.194,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,10,WTEMP,26.167,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,9,WTEMP,26.168,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,8,WTEMP,26.181,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,7,WTEMP,26.197,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,6,WTEMP,26.195,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,5,WTEMP,26.136,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,4,WTEMP,26.053,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,2,WTEMP,26.485,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,13,WTEMP,26.135,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,30,WTEMP,25.607,DEG C,37.80013,-76.17466
CB5.4,7/10/2018,14:24:00,31,3,WTEMP,26.052,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,1,WTEMP,25.713,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,29,WTEMP,24.137,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,28,WTEMP,24.133,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,27,WTEMP,24.156,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,26,WTEMP,24.171,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,25,WTEMP,24.19,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,24,WTEMP,24.191,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,23,WTEMP,24.197,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,22,WTEMP,24.188,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,21,WTEMP,24.155,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,20,WTEMP,24.192,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,19,WTEMP,24.244,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,18,WTEMP,24.333,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,17,WTEMP,24.412,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,16,WTEMP,24.464,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,15,WTEMP,24.536,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,14,WTEMP,24.823,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,13,WTEMP,24.879,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,12,WTEMP,24.843,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,10,WTEMP,25.322,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,8,WTEMP,25.569,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,7,WTEMP,25.609,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,6,WTEMP,25.642,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,5,WTEMP,25.675,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,4,WTEMP,25.73,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,3,WTEMP,25.75,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,2,WTEMP,25.784,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,11,WTEMP,25.026,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,30,WTEMP,24.165,DEG C,37.80013,-76.17466
CB5.4,6/26/2018,15:18:00,31,9,WTEMP,25.448,DEG C,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,31,WTEMP,21.561,DEG C,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,1,WTEMP,24.099,DEG C,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,30,WTEMP,21.564,DEG C,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,29,WTEMP,21.562,DEG C,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,28,WTEMP,21.566,DEG C,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,27,WTEMP,21.569,DEG C,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,26,WTEMP,21.573,DEG C,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,25,WTEMP,21.583,DEG C,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,24,WTEMP,21.598,DEG C,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,23,WTEMP,21.616,DEG C,37.80013,-76.17466
CB5.4,6/5/2018,16:06:00,33,22,WTEMP,21.63,DEG C,37.80013,-76.17466
